"year","month","spp_1","spp_2","spp_3","spp_4"
21,1,0.000396092030489637,0.966944039545418,0.0136159765359093,0.0190438918881833
21,2,0.000573712044722838,0.963821362547378,0.00734074555960269,0.028264179848296
21,3,0.000585984362274393,0.958947667467806,0.00890376679315221,0.0315625813767678
21,4,0.000810505291205212,0.94029042424201,0.0289050535476661,0.0299940169191189
21,5,0.000609259206576761,0.916259526799808,0.0552126375332309,0.0279185764603842
21,6,0.000410230078785155,0.924120002738905,0.0504030843372774,0.0250666828450328
21,7,0.000395379894044636,0.933158698694767,0.0422281917177303,0.0242177296934581
21,8,0.000404877919759018,0.938479605915626,0.0384503818423873,0.0226651343222282
21,9,0.000368319829288664,0.943977854513363,0.0344618819913929,0.021191943665956
21,10,0.000391363354765036,0.947692955051754,0.0318524413605911,0.0200632402328894
21,11,0.000328139609165883,0.950008708842667,0.0306026908814611,0.0190604606667056
21,12,0.000334675558561775,0.94986825819109,0.0308329210018125,0.0189641452485355
22,1,0.000502188334245972,0.96328039921318,0.0161728982037312,0.0200445142488428
22,2,0.000571557962613985,0.962379458450362,0.00751126271374118,0.0295377208732826
22,3,0.000612807703294674,0.95809478056882,0.00944304314858633,0.0318493685792989
22,4,0.000813678709080226,0.935048897148989,0.0350687102640809,0.0290687138778499
22,5,0.000602270837576002,0.913273448066653,0.0577258729218186,0.0283984081739524
22,6,0.000412619927108833,0.921515011790596,0.0526056703150805,0.025466697967215
22,7,0.000391366956492578,0.932269451245087,0.0428900423819487,0.0244491394164718
22,8,0.000404457877929735,0.937870717525711,0.038954481148248,0.0227703434481117
22,9,0.000375359633967854,0.943943769896704,0.0344373319260067,0.0212435385433215
22,10,0.000394349996479064,0.947618915820377,0.031852429240093,0.0201343049430505
22,11,0.000318860342049608,0.950159476560002,0.030432217829178,0.0190894452687709
22,12,0.000324689496927979,0.950204773202853,0.0304987329319792,0.0189718043682398
23,1,0.000459281181927128,0.964647926569306,0.0148445552927734,0.0200482369559931
23,2,0.000538226968134653,0.962223367224363,0.00726196515810928,0.029976440649393
23,3,0.000609092873769209,0.958168555718032,0.00918742962504926,0.0320349217831499
23,4,0.000762818407826421,0.94186160626382,0.0274329277322626,0.0299426475960912
23,5,0.00058269109364311,0.921025818870458,0.0510986909272979,0.027292799108601
23,6,0.000394955188987814,0.927530361529102,0.0475972437878787,0.0244774394940319
23,7,0.000385413948660745,0.935830875354672,0.0401265696924708,0.0236571410041969
23,8,0.000393733033398179,0.940924153973629,0.0365277438196808,0.0221543691732914
23,9,0.000351214643372787,0.94581932782567,0.0330864342290452,0.0207430233019119
23,10,0.000381962978581798,0.949601472508,0.0303778005839237,0.0196387639294941
23,11,0.000309907061737076,0.95186867190962,0.0291895757746378,0.018631845254005
23,12,0.000328876931654755,0.951556865871672,0.0295230477217732,0.0185912094749002
24,1,0.000425163054073013,0.965605958194271,0.0148772062714285,0.0190916724802271
24,2,0.00052847434668057,0.963917816220911,0.00695014470049325,0.028603564731915
24,3,0.000589848039433797,0.959106409189276,0.0089331067171599,0.0313706360541307
24,4,0.000845678860516406,0.942795912667136,0.0280595461996452,0.0282988622727019
24,5,0.000583527428415313,0.920804767616255,0.0510067346783531,0.0276049702769765
24,6,0.000391189460243191,0.928817634989769,0.0471397621850395,0.0236514133649486
24,7,0.000387374297016238,0.936623980095755,0.0398010102182736,0.0231876353889557
24,8,0.000398217738232477,0.941536922063726,0.0363400164624423,0.0217248437355993
24,9,0.000353584411896089,0.94640760822499,0.0328773769821154,0.0203614303809985
24,10,0.000393960633810684,0.950189476640095,0.0301317196660679,0.0192848430600264
24,11,0.000319428196854499,0.952617698475934,0.0288045839924583,0.0182582893347528
24,12,0.000327805903614884,0.952607906662465,0.0289116611375295,0.0181526262963908
25,1,0.00040450112199258,0.967456712787883,0.0133232382449724,0.0188155478451522
25,2,0.000570619442671308,0.964226816387858,0.00710385149171203,0.0280987126777589
25,3,0.000618851841132666,0.959555415798024,0.00883329836501245,0.030992433995831
25,4,0.000756838559973404,0.944421223886752,0.0267977693485044,0.0280241682047702
25,5,0.000571587987845994,0.922386199760245,0.0509765762282965,0.0260656360236123
25,6,0.000400849568295612,0.929181622515536,0.0461190832060597,0.0242984447101088
25,7,0.000396865748435244,0.936287080407058,0.0397160022075745,0.0236000516369326
25,8,0.000401899193081313,0.941554054559894,0.0359637201571374,0.0220803260898869
25,9,0.000363352115178059,0.946589605148881,0.0324186277039126,0.0206284150320279
25,10,0.000389942532020423,0.950133986327316,0.0299754569692483,0.0195006141714155
25,11,0.000320982158855882,0.952451436818838,0.0287251617458451,0.0185024192764607
25,12,0.000325975579881272,0.952377446752516,0.0288879987412345,0.0184085789263682
26,1,0.00048234766436699,0.965282817172873,0.0145365401792001,0.0196982949835598
26,2,0.000566463232349246,0.964704010629736,0.00698982809958653,0.0277396980383279
26,3,0.000671964828072526,0.958378554703956,0.00924367496795749,0.0317058055000141
26,4,0.000758846852249458,0.936041573646506,0.034637560331451,0.0285620191697936
26,5,0.000593880342606111,0.90875819282011,0.0622845914918611,0.0283633353454223
26,6,0.000401680858807415,0.921877379318371,0.0532355918677228,0.0244853479550993
26,7,0.000395513420389327,0.932167579043805,0.0435868465477135,0.0238500609880916
26,8,0.000404437655825303,0.938820069590294,0.0384208581481416,0.0223546346057387
26,9,0.00036467342330795,0.944902682606179,0.0337905279101365,0.0209421160603763
26,10,0.000390277702673885,0.949172470947795,0.0306312767298377,0.019805974619693
26,11,0.000323580425651725,0.951723687986091,0.0291448550447875,0.0188078765434702
26,12,0.000343298767356728,0.951610862516965,0.0292694084277664,0.0187764302879121
27,1,0.000462973495782877,0.965479205800103,0.0144876096011877,0.0195702111029258
27,2,0.000569143388469131,0.962516710470217,0.00696902505438968,0.0299451210869239
27,3,0.000625357798819553,0.959084233819179,0.00886799825273022,0.0314224101292712
27,4,0.000836138097828218,0.942626050332223,0.0268995773555833,0.0296382342143656
27,5,0.000634416368156753,0.921450661895775,0.0485611085753762,0.0293538131606918
27,6,0.000404712902489694,0.927516970162474,0.0473866856604316,0.0246916312746044
27,7,0.000398608702657064,0.934926367957937,0.0405043282302636,0.0241706951091425
27,8,0.000406051817923716,0.939774440123867,0.0371719225681763,0.0226475854900333
27,9,0.0003653110191042,0.944691965121804,0.033697792323009,0.021244931536083
27,10,0.000385856271676838,0.948450814943745,0.0310573376386665,0.0201059911459116
27,11,0.000324756565144729,0.950561143555104,0.0299926960584794,0.0191214038212714
27,12,0.000331607918069931,0.950536903600565,0.030132935536874,0.018998552944491
28,1,0.000471413303066289,0.964197619379226,0.0151583449107141,0.0201726224069935
28,2,0.00060312134188155,0.961848900752061,0.00724317071079329,0.0303048071952638
28,3,0.000606614218305614,0.958409938476641,0.00918191745673419,0.0318015298483192
28,4,0.000812518112346635,0.937110512152222,0.0322416884240253,0.0298352813114061
28,5,0.000641626637340311,0.911541765974575,0.0589787202615414,0.0288378871265428
28,6,0.00041834309210599,0.920700692054106,0.0537384608349038,0.0251425040188839
28,7,0.000413674816357155,0.930182646029607,0.0450937448068115,0.0243099343472243
28,8,0.000415932038484372,0.937112380628398,0.0396499929853614,0.0228216943477567
28,9,0.000363472534392362,0.942596545328044,0.0356527209384631,0.0213872611991003
28,10,0.000399581248647353,0.947138739352063,0.0322567154249101,0.0202049639743793
28,11,0.000340268048859914,0.949499215629569,0.030900190031248,0.0192603262903231
28,12,0.000325636692584988,0.949724226532844,0.0308717852703934,0.0190783515041775
29,1,0.00052274333865162,0.962695493659005,0.0172852040692081,0.0194965589331357
29,2,0.000572944141102193,0.962771964479423,0.00763544477428367,0.0290196466051906
29,3,0.00064784018845892,0.957474035373749,0.00944080439470025,0.0324373200430919
29,4,0.000760999388265356,0.936076389439934,0.033135645159512,0.0300269660122889
29,5,0.000585094483777627,0.91003637087407,0.0618593734670864,0.0275191611750656
29,6,0.000413480108831656,0.921293567334138,0.0531945491141363,0.0250984034428942
29,7,0.000406805439504112,0.930157603639166,0.0452064894604362,0.0242291014608936
29,8,0.000409528190029401,0.936894530083763,0.0398818538316043,0.0228140878946034
29,9,0.000373097000072597,0.94275308773851,0.0354715336693767,0.0214022815920409
29,10,0.000406203853491548,0.946659302510436,0.0326293035182311,0.0203051901178411
29,11,0.000328373493628415,0.949309655196509,0.031164097169383,0.0191978741404795
29,12,0.00033242241936972,0.949383621423512,0.0312244962068586,0.0190594599502599
