"year","month","spp_1","spp_2","spp_3","spp_4"
21,1,0.0545166637496499,0.839584142222154,0.0576798579348167,0.0482193360933788
21,2,0.103478895387423,0.789571190695261,0.0398149155610754,0.0671349983562402
21,3,0.144833007370477,0.764745905889419,0.0252201083433084,0.0652009783967954
21,4,0.149324090489952,0.763192192824723,0.0446878920858381,0.0427958245994875
21,5,0.123125984685972,0.781401488504443,0.0518729528336798,0.0435995739759057
21,6,0.123361767055978,0.79183452102061,0.0462786667463741,0.0385250451770379
21,7,0.11531432595501,0.812949114529319,0.0386957940948336,0.0330407654208373
21,8,0.100272548440822,0.83688936118875,0.0329873169419209,0.0298507734285075
21,9,0.0785152796321014,0.866026949872855,0.0286310083273912,0.0268267621676524
21,10,0.0569728320479083,0.893008149121924,0.0256814876438089,0.0243375311863593
21,11,0.0410807695577551,0.91216429853602,0.0240885093626255,0.0226664225435996
21,12,0.0281281049502801,0.927584001304487,0.0229445166746271,0.0213433770706057
22,1,0.0555341222433552,0.835537064822565,0.0600817838855076,0.0488470290485725
22,2,0.105191616798533,0.78544531111942,0.0414327408092932,0.0679303312727538
22,3,0.147063007043661,0.760772206977167,0.0262273634916924,0.065937422487479
22,4,0.146987562238383,0.76336781059049,0.0459673425204377,0.0436772846506894
22,5,0.11897825651431,0.782943385708972,0.0533627900220785,0.0447155677546392
22,6,0.119865682009926,0.793898633522462,0.047057447837604,0.0391782366300075
22,7,0.112736204391422,0.814872831641402,0.0389987429638502,0.0333922210033259
22,8,0.0983465359924257,0.838535502222895,0.033040926023473,0.030077035761206
22,9,0.0772731754045864,0.867247933350598,0.028507809083793,0.0269710821610224
22,10,0.0562745472818166,0.893803349063316,0.0254651185025263,0.0244569851523409
22,11,0.0406996204556914,0.912704782013315,0.0238262793455059,0.0227693181854876
22,12,0.0279446042427031,0.927960572049317,0.0226774440380192,0.0214173796699606
23,1,0.0554549728565787,0.836589092880328,0.0588605236616548,0.0490954106014381
23,2,0.105140100237167,0.785889099054523,0.0406336549573015,0.0683371457510088
23,3,0.146969200584543,0.760984554895596,0.0257692216583144,0.0662770228615468
23,4,0.144210105828903,0.770679020193234,0.0421204063339533,0.0429904676439098
23,5,0.11565370129302,0.792327807204364,0.048682754772984,0.0433357367296328
23,6,0.116886853101156,0.801199946146061,0.0438309587637484,0.0380822419890344
23,7,0.109952208377665,0.82073381162922,0.0367818053370645,0.0325321746560501
23,8,0.0959211896300757,0.843330632388635,0.0314124348562907,0.0293357431249983
23,9,0.0753354899805814,0.871055408444331,0.0272773685893396,0.0263317329857479
23,10,0.0548357132809242,0.896812452067601,0.0244677421348194,0.0238840925166557
23,11,0.039654858378874,0.915144558489586,0.0229544449293179,0.0222461382022219
23,12,0.0272533077560454,0.929934100054163,0.0218739844788792,0.0209386077109124
24,1,0.0542514145909095,0.840434717475991,0.0571183744519702,0.0481954934811289
24,2,0.103100917082797,0.790138310038808,0.0395158749154149,0.0672448979629803
24,3,0.144410826512587,0.765207389966854,0.0251001504314379,0.0652816330891216
24,4,0.140868826973692,0.774354163572508,0.0430636567165226,0.0417133527372779
24,5,0.11385920391454,0.794884881340754,0.0491942067542426,0.0420617079904632
24,6,0.116182270534924,0.802072193616604,0.0445002089781998,0.0372453268702724
24,7,0.109948128475932,0.820786867220997,0.0373851274535466,0.0318798768495243
24,8,0.0961980095291602,0.843197674180541,0.0318377916656286,0.0287665246246703
24,9,0.0756919778192359,0.870946289818799,0.0275261557214473,0.0258355766405177
24,10,0.0551651587982949,0.89684402693577,0.0245818991588649,0.0234089151070698
24,11,0.0399094039348077,0.915351940275243,0.0229735889043966,0.0217650668855523
24,12,0.0274261819049022,0.930292264432471,0.0218059271673932,0.0204756264952332
25,1,0.0546846962131692,0.83977384662512,0.0584614222753817,0.0470800348863287
25,2,0.103905402504694,0.790035957596849,0.0403512863339521,0.0657073535645049
25,3,0.145473538377665,0.76532863416421,0.0253544927347891,0.0638433347233356
25,4,0.143998183471393,0.773165244115768,0.0408998934170655,0.0419366789957732
25,5,0.116102873786457,0.793155312882867,0.047337973886875,0.0434038394438012
25,6,0.117459318162211,0.801193824775821,0.0431887184906804,0.0381581385712869
25,7,0.110581413065381,0.820569386200474,0.0363466644073611,0.0325025363267834
25,8,0.0965004020329163,0.843259129980473,0.0310124811957249,0.0292279867908855
25,9,0.0757628216713461,0.871123095706843,0.0269143177232973,0.0261997648985139
25,10,0.0551168162576561,0.897085202077965,0.0241029225355022,0.0236950591288766
25,11,0.0398181387333107,0.915545750206565,0.0225750995664053,0.0220610114937195
25,12,0.0273342128998215,0.930415391968016,0.021482925255718,0.0207674698764447
26,1,0.0546825652367215,0.841202553717929,0.0562775184824225,0.0478373625629267
26,2,0.103768887907522,0.790614368190659,0.0389161602921328,0.0667005836096858
26,3,0.145060726458062,0.765537373260132,0.0246502488422595,0.0647516514395461
26,4,0.146054995803606,0.765425083573031,0.0456686789379075,0.0428512416854558
26,5,0.118578809581219,0.78497516832666,0.0527570910087935,0.0436889310833274
26,6,0.119837290622894,0.795397575334519,0.0463772056288596,0.0383879284137273
26,7,0.112870970584002,0.816331807113679,0.0380393724115778,0.0327578498907416
26,8,0.0985271373444671,0.840005511832924,0.0319122389144607,0.0295551119081477
26,9,0.0774151085507862,0.868730544141058,0.0272946609213751,0.0265596863867807
26,10,0.0563508149915372,0.895327972994953,0.024257363001608,0.0240638490119014
26,11,0.0407116420564574,0.91422633208162,0.0226521282588348,0.0224098976030872
26,12,0.0279095641376758,0.929459741169825,0.0215197489496877,0.0211109457428116
27,1,0.0557379456894647,0.840135071440146,0.0555687248420751,0.0485582580283141
27,2,0.10582167071327,0.788192396504653,0.0383974541082855,0.0675884786737905
27,3,0.147925955235587,0.762139733821397,0.0244361952488751,0.0654981156941407
27,4,0.14883238974807,0.76765399882879,0.0409677939975637,0.0425458174255759
27,5,0.121564225902412,0.78666415604378,0.0483627925949545,0.0434088254588534
27,6,0.122333865635406,0.79517840167278,0.0440362432805641,0.0384514894112499
27,7,0.114817365128466,0.815002961322187,0.0371635878494416,0.0330160856999048
27,8,0.100101757450099,0.838221108537441,0.0318405324716252,0.0298366015408345
27,9,0.0785846111484432,0.86677608930992,0.0277638847717272,0.0268754147699095
27,10,0.0571540002027761,0.893451542271485,0.0249708331027558,0.0244236244229834
27,11,0.0412896791886471,0.912477734326834,0.0234788930768389,0.0227536934076805
27,12,0.0282934272337701,0.927903196581986,0.0223844937295861,0.021418882454658
28,1,0.0561139703702145,0.836763530024264,0.0579836789640064,0.0491388206415151
28,2,0.106607255018312,0.784956470780043,0.0400146751763548,0.0684215990252905
28,3,0.149221514498782,0.759039292962435,0.0254227359871251,0.0663164565516574
28,4,0.15075173305504,0.760975633902786,0.0450314797708622,0.0432411532713112
28,5,0.12274978575099,0.779601853502042,0.0535323852145373,0.0441159755324306
28,6,0.123226837072802,0.790032581581577,0.0478352891887673,0.0389052921568531
28,7,0.115521618902078,0.81141121919229,0.0397658583239275,0.0333013035817045
28,8,0.100571374392734,0.835694467532849,0.0336756618327298,0.0300584962416869
28,9,0.0788176001698526,0.865141123331788,0.0290321270681242,0.0270091494302353
28,10,0.0572514742420093,0.892340948602857,0.0258922357609333,0.0245153413942006
28,11,0.0413626181575141,0.9115231110696,0.0242345044702389,0.022879766302647
28,12,0.0283768630044513,0.926977389465291,0.023088107936001,0.0215576395942565
29,1,0.0563165143425751,0.833943852730398,0.06036078395644,0.0493788489705872
29,2,0.106811042509978,0.782717552400224,0.0416942757089951,0.068777129380803
29,3,0.149468315262652,0.757365754777975,0.0264010913482075,0.066764838611165
29,4,0.14932911832708,0.761664000309061,0.0461610214252434,0.0428458599386155
29,5,0.120807946455364,0.782221168258185,0.0534518788459856,0.0435190064404654
29,6,0.121403435645117,0.792175891433226,0.0476239083294564,0.0387967645922006
29,7,0.113986182189265,0.813204306530747,0.0395175262386572,0.0332919850413316
29,8,0.0994544392450696,0.836962435073166,0.03347272038244,0.0301104052993247
29,9,0.0781816309942562,0.8657778740872,0.028918431288402,0.0271220636301415
29,10,0.0569145587165276,0.892609807517453,0.0258819140330067,0.0245937197330128
29,11,0.0411101366923738,0.911781438791722,0.0242515715263838,0.02285685298952
29,12,0.0281902576889679,0.927245665343845,0.0230688148211497,0.0214952621460376
30,1,0.055996455879776,0.83558415607622,0.0591852267255916,0.0492341613184126
30,2,0.10614072007614,0.784524833741976,0.0408215045592636,0.06851294162262
30,3,0.148573605136353,0.758951911198038,0.0259498575988464,0.0665246260667619
30,4,0.148981048285755,0.760539148621868,0.0472626266083216,0.0432171764840548
30,5,0.120497277104296,0.781533581422163,0.0542707200901455,0.0436984213833949
30,6,0.121175615157041,0.792435631360251,0.047729603397348,0.0386591500853604
30,7,0.113593917923146,0.813753159342313,0.0395460372460734,0.0331068854884681
30,8,0.0989418540716464,0.837702879492048,0.0334956007471668,0.0298596656891389
30,9,0.0775993005752912,0.866675576024349,0.0289168604191004,0.0268082629812594
30,10,0.056409888826338,0.893461159663394,0.0258623206344359,0.0242666308758318
30,11,0.0407350512753646,0.912491541359457,0.0242290787471325,0.022544328618046
30,12,0.0279433440325907,0.927779149271112,0.0230765765046355,0.0212009301916621
