"Category","Year","Unit","Fleet","Estimate_metric_tons","SD_log","SD_mt"
"spp1",1,1,"All_areas",0.505385755614057,0.509305362594906,0.257395675513318
"spp1",2,1,"All_areas",0.656784085103471,0.568543991026429,0.373410644987369
"spp1",3,1,"All_areas",2.75719074738894,0.580724466315627,1.60116812530782
"spp1",4,1,"All_areas",2.81584758547614,0.162781794053908,0.458368721746171
"spp1",5,1,"All_areas",3.15457341538749,0.476029808666977,1.50167097935284
"spp1",6,1,"All_areas",2.85115163128219,0.705494623791751,2.01147214748467
"spp1",7,1,"All_areas",3.32554494512444,0.283672731034365,0.943366416760976
"spp1",8,1,"All_areas",2.1722622576094,0.215317752025956,0.467726626119284
"spp1",9,1,"All_areas",1.88011325278022,0.148955604687664,0.280053406449168
"spp1",10,1,"All_areas",2.83228454523214,0.135834694989986,0.38472250732646
"spp1",11,1,"All_areas",2.60520911883838,0.229341881889743,0.597483562030714
"spp1",12,1,"All_areas",1.88572481593967,0.267910476310357,0.505205433628658
"spp1",13,1,"All_areas",1.22955556792935,0.310573827074291,0.38186777833232
"spp1",14,1,"All_areas",1.0784099305574,0.400278075363361,0.431663851456252
"spp1",15,1,"All_areas",2.71779908580872,0.183438748094617,0.498549661873445
"spp1",16,1,"All_areas",1.50225408692562,0.131786990323903,0.197977544817711
"spp1",17,1,"All_areas",2.59165383913098,0.511529122106162,1.32570641313374
"spp1",18,1,"All_areas",1.16666551237399,0.265751008925188,0.310042536991608
"spp1",19,1,"All_areas",1.49446245453419,0.249729764758797,0.373211757211677
"spp1",20,1,"All_areas",2.35885498862192,0.393449260516189,0.928089750938216
"spp2",1,1,"All_areas",7.54679101231505,0.361689981363774,2.72959870060053
"spp2",2,1,"All_areas",7.13807482900071,0.162518051943244,1.1600660158343
"spp2",3,1,"All_areas",6.40412435052578,0.0591217812936122,0.378623239228882
"spp2",4,1,"All_areas",6.38612958085745,0.0707586421185966,0.451873857534877
"spp2",5,1,"All_areas",5.55471929295936,0.0434964554504442,0.241610600265929
"spp2",6,1,"All_areas",5.30373889602891,0.0710597828073234,0.376882534018569
"spp2",7,1,"All_areas",4.89682666566124,0.0577505940132053,0.28279464872164
"spp2",8,1,"All_areas",4.61738090054842,0.0475234447637665,0.219433846180483
"spp2",9,1,"All_areas",4.75147388168133,0.0652479709711511,0.310024029902126
"spp2",10,1,"All_areas",3.85623421407125,0.0278970188043696,0.107577438383999
